,keywords
tt14016500,"teen-drama,teen-romance,love,love-triangle,female-protagonist,teenage-girl,based-on-novel"
tt9679542,"science,cruel-stone-world,scientist,experimentation,survival,village,society,future,isekai,mature-animation,based-on-manga,magic,power,martial-arts,post-apocalypse,year-2019,fight,2010s,for-grown-ups-animation,anime-animation"
tt0249327,"possession,card-game,card-battle,trading-cards,child,shared-universe,power,ancient-egypt,card-deck,virtual-reality,tournament,survival,revenge,teenager,character-name-in-series-title,morality,series-title-spoken-by-character,calling-your-attacks,yu-gi-oh,friendship,puzzle-necklace,ancient-robot,anime-animation,game,battle,based-on-card-game,based-on-comic-book,multiple-english-dubs,surrealism,based-on-manga,zen,hero,villain,collecting"
tt2077823,"character-name-as-series-title,perry-mason-character,two-word-series-title,law-firm,film-noir-style,film-noir-in-color,defense-attorney,criminal-defense-attorney,lesbian,legal-secretary,private-investigator,california,great-depression,private-detective,los-angeles-california,gumshoe,depression-era,united-states-of-america,world-war-one-veteran,war-veteran,attorney,ex-military,secretary,legal-drama,period-drama,timeframe-1930s,interwar-period,neo-noir,american-historical-setting,20th-century,female-rear-nudity,lawyer,1930s,female-nudity"
tt1399045,"urban-adventure,timeframe-2010s,superhero,superhero-action,2010s,reboot,based-on-tv-series,character-name-as-series-title,surname-as-series-title,one-word-series-title,title-spoken-by-character"
tt1780441,"portland-oregon,2010s,generation-x,hipster,man-wears-eyeglasses,timeframe-2010s,quirky-comedy,satire-comedy,parody-comedy,parody,oregon,sketch-comedy,black-comedy,couple,anger,smiling,laughter,argument,conversation,political-humor,sexual-humor,festival,rock-music,comedian,double-act,comedy-team,baseball,fictional-band,musical-number,song,singing,singer,celebrity-guest,celebrity,musician,spoof,joke,social-satire,male-female-relationship,restaurant,hippie,bohemian,actress-playing-herself,actor-playing-himself,political-satire,satire,politics,mayor"
tt0085033,"inspector-gadget-character,unseen-character,cult-tv,flying-car,bomb,explosion,character-name-as-series-title,psychotronic-series,superhero,1980s,male-protagonist,created-by-producer,timeframe-1980s,bumbling-detective-mystery,cyborg-sci-fi,girl-sidekick,damsel-in-distress,death-trap,evil-genius,reference-to-wham,superhero-action,superhero-sci-fi,gadget,inspector,dog,uncle-niece-relationship,case-investigation,two-word-title,self-destructing-message,surrealism,wrongful-arrest,clumsiness,mute-intelligent-dog,genius-girl-child,girl-shy,mysterious-villain,trenchcoat,famous-opening-theme,spy,cat,talking-dog,stupidity,ignorance,stereotype,character-name-in-title"
tt5565334,"love,bare-chested-male,male-wears-underwear,gay-couple,gay,male-female-relationship,college-friends,friendship"
tt0319931,"talent-game-show,singing-contest,pop-music,music-reality,based-on-british-tv-series,manufactured-pop,singing,audition,non-fiction"
tt9447956,"entertainment,girl,actress,love,icon,lie,fate,husband-wife-relationship"
tt1714204,"chicago-illinois,college-campus,college-classroom,college-professor,fbi-agent,female-fbi-agent,hallucination,interrogation,interrogation-room,invisible-friend,psychiatrist,teacher-student-relationship,ex-teacher-student-relationship,neuropsychiatrist,neuropsychiatry,schizophrenia,schizophrenic,teaching-assistant,paranoia,timeframe-2010s,timeframe-21st-century"
tt23900194,"husband-wife-relationship,british-royal-family,duke,duchess,prince,husband,love,life,friend,journalist"
tt2172103,"island,conspiracy,military-drama,nautical,conspiracy-thriller,tropical-setting,political-conspiracy"
tt0235923,"crazy-robot,alien,robot-sidekick,nostalgia,zim-character,gir-character,robot,alien-invasion,character-name-in-title,anger,apathy,outsider,megalomaniac,narcissist,infiltration,emo,misanthropic,demon,taco,cult-following,organ-harvesting,advanced-technology,paranormal-investigator,spaceship,controversy,world-domination,merchandise,child-neglect,gore,fandom,revenge,cruelty,sarcasm,violence,science,bullying,fan-convention,destruction,censorship,body-horror,black-sheep,revolutionary,murder,death-threat,germs,disfigurement,human-experiment,dissection,stupidity,exile,mutant,artificial-intelligence,machine-battle,reset-button,sharp-edge,continuity-error,busy-parent,single-parent,secret-mission,hero-antagonist,height,nighttime,consumerism,greed,perseverance,sympathetic-villain,sibling-rivalry,danger,broad-appeal,lice,alien-abduction,military,soldier,antisocial,nickelodeon,adult-humor,magenta,soap,kidnapping,brain,robotic-brain,food-court,alien-invader,impersonator,facial-blemish,pimple,facial-scar,stalking,spying,outcast,motivation,goal,military-training,annihilate,wig,purple,laser-gun,pizza,fantasy-weapon,spacesuit,unredeemable-character,robotic-claws,dog,school-cafeteria-food,skull-necklace,stolen-body-parts,red-sky,societal-satire,world-destruction,space-travel,paranormal-creature,space-station,alternate-identity,computer-animation,earth,big-head,big-eyes,invasion,city,school,trap,parasite,neglectful-parent,curse,junk-food,scar,experiment,base-of-operations,frown,lab-coat,green-skin,antenna,red-eyes,wart,mentally-ill-person,purple-hair,bad-attitude,techno-music,military-music,futuristic-music,scythe,bee,dvd,overreacting-character,cupcake,muffin,computer,darkness,hazardous-situation,weapon,spider-legs,thick-outline,stylized-art-style,verbal-insult,short-stature,agony,battle,peril,shadow,nightmare,dehumanization,outer-space,threat,suspense,magic,mecha-battle,invader,relentless,scientist,vivisection,three-finger-character,camera,bodily-fluids,evil-teacher,run-down-school,alternate-reality,virtual-reality,alien-armada,conquer,run-down-building,armada,probe,irk,imperialism,battle-mech,mech-battle,yelling,ignorance,random,frown-face,underground-base,professor,membrane,machine,high-tech,chicken,lawn-decoration,lawn-ornament,security-system,lawn-gnome,skin-condition,four-finger-character,mockery,girl-scout,brain-drain,brain-probe,defeat,sun,moon,video-game-console,pus,goggles,rocket,toilet,military-march,purple-sky,noise,old-woman,ghost,mercury,brain-experimentation,missile,alien-language,animal-experimentation,human-experimentation,scheme,evil-plan,electric-shock,taser,defect,tv-advertisement,cloudiness,paranormal-phenomenon,supernatural-power,deception,alien-probe,alien-dissection,alien-military,galactic-war,manipulation,absurdism,mutation,mad-science,screeching,unresolved-conflict,lightning,skull,goth-girl,dysfunctional-family,incompetence,ego,arrogance,napoleon-complex,flag,flying-vehicle,ship-repair,costume,video-camera,bologna,tractor-beam,impostor,alien-impostor,robot-imposter,pessimism,human-dissection,alien-experimentation,anthropomorphic-character,hologram,video-chat,mexican-food,mexican-character,hobo,disobedience,candy,gray-sky,predicting-the-future,water-balloon,changing-the-future,kitchen,hamster,butterfly-effect,speaking-nonsense,innuendo,cow,brutality,child-abuse,goth-boy,bigfoot,nonsense-words,chihuahua,apocalypse,spike,mascot-costume,fast-food-advertising,food-mascot,cereal,vampire,pizza-delivery,old-man,mascot,fast-food-worker,fast-food-commercial,fast-food-restaurant,laboratory,hypnosis,squid,dysfunctional-society,duty,dookie,empire,hot-dog,alien-technology,extraterrestrial,dog-costume,fire,uncut,cut,simulation,confidence,determination,terror,traditional-animation,mind-swap,challenge,galaxy,galactic-conquest,universe,stars,video-transmission,howling,alien-society,criminal,robbery,hand-drawn-animation,alien-empire,shoes,school-president,hospital,rat,ham,artificial-intelligence-brain,soda,growling,indigenous-life,fate,easter-egg,alien-spacecraft,anthropomorphism,antihero,tank,contact-lens,cynicism,toy,planet,scream,self-absorption,videotape,shriek,superhuman,teenage-boy,talking-to-oneself,trenchcoat,unidentified-flying-object,disguised-as-a-human,waffle,boot,dress,glove,cult-tv,spell-casting,teleport,mind-control,processed-food,implosion,nazi,clone,portal,cage,collar,evacuation,high-pitched-voice,handcuffs,brief-case,police,squid-attack,light-speed-travel,commercial,commercial-holiday,head-injury,ditching-school,banging-on-metal,water,storm,thunder,shrieking,metal,christmas,betrayal,universal-conquest,intergalactic-war,world-conquest,holiday-icon,acid-melting,acid,valentine's-day,evil-santa-claus,enemy,arch-enemy,nanotechnology,war-resistance,netherworld,fusion,psychotic-robot,swollen-eyeballs,paranormal-investigation,processed-meat,computer-generated-imagery,high-budget,psychotic-villain,phobias,fear,super-weapons,unlikely-coincidence,capture,enslavement,hallucination,impersonation,laser,lie,psychotronic-series,expensive-visual-effects,expensive-to-make,society,industry,filthy-restroom,grimy-city,illogical-stories,insult-comedy,ugly-character,unsettling-character,fake-smile,mini,illogical-behavior,combat,loud,screaming,underground-lair,thunderstorm,blast,giant-robot-mech,stupid-character,pilot,smiley-face,broken-character,robot-made-of-garbage,personality,unfriendly-atmosphere,mean-character,fundraising,morphing,robot-arms,robot-legs,time-travel,wrecked-planet,long-distance-communication,enslaved-alien-race,wrecked-car,elevator,doomsday-device,trial,gamer,trick,robot-clone,destroyed-city,crash-landing,ufo-convention,failing-to-accomplish-a-goal,eyeglasses,the-color-green,hate,laughter,photograph,quote,robot-decoy,rudeness,selfishness,slapstick-comedy,timelessness,vision,horror-satire,irony,horror-spoof,spoof,sci-fi-spoof,sci-fi-satire,cryptozoology,absurd-comedy,evil-laughter,gross-out-comedy,summoning-a-demon,ambiguous,anarchy,mars-the-planet,male-protagonist,henchman,future,television,villain-as-protagonist,timeframe-2000s,alien-on-earth,handheld-game,buddy-comedy,alien-invasion-sci-fi,dib-membrane-character,gaz-membrane-character,professor-membrane-character,cg-animation,satire-comedy,parody-comedy,disguise,nicktoon,meat,garden-gnome,moose,parody,doom,surrealism,fictional-war,chase,toast,technology,subliminal-message,satire,rain,pork,paranoia,obesity,moral-ambiguity,mad-scientist,insomnia,insanity,goth,fast-food,explosion,comic-book,stupid-humor,random-humor"
tt1319735,"indian,family-relationships,new-york-city,usa-network,medical-drama,timeframe-2000s,timeframe-2010s,timeframe-21st-century,doctor,hospital,concierge-doctor,physician,medical-emergency,physician's-assistant,long-island-new-york,culture-clash,lifestyle-of-the-rich,high-society,class-differences,medical-advice,chief-financial-officer,family-business,affluence,hamptons-long-island-new-york,guesthouse,mansion,southampton-new-york,east-hampton,coworker-coworker-relationship,accountant,genetic-disease,on-call-doctor,medical-doctor,sibling-relationship,brother-brother-relationship,landlord,island-life,indian-culture,rich-man,female-doctor,wealth,house-call"
tt0965394,"steampunk,2000s,2010s,paranormal-phenomenon,psychotronic-series,timeframe-2000s,timeframe-2010s,steampunk-fantasy,science-fantasy,urban-fantasy,occult-detective,paranormal-investigator,evolution,canadian-gothic,canadian-science-fiction,one-word-series-title,vampire,supernatural-power,werewolf,team,secret-organization,secret-group,scientist,scientific-research,sanctuary,research,refuge,protector,protection,mutation,mutant,mutant-human,mother-daughter-relationship,medical-research,maximum-security,laboratory,investigation,immortality,genius,genetic-mutant,genetic-abnormality,genetic-abilities,forensic-psychiatrist,fight,fighter,female-scientist,female-protagonist,computer-expert,british-woman,bigfoot,american-man"
tt10327354,"profiler,nypd,new-york-city,murder-investigation,childhood-trauma,psychiatric-patient,insane-asylum,police-detective,sociopath,repressed-memory,ex-fbi-agent,police-consultant,serial-murder,serial-killer,love,wealth,basement,box,killing,sadist,nightmare,psychopath,police-man,investigation,detective,psychological-profile,psychiatric-hospital,mental-illness,murder,blood,clever,police-procedural-crime,suspense-mystery,psychological-drama,2010s,2020s,21st-century,warner-bros.,father-son-relationship,police"
tt2183641,"serial-killer,period-drama,serial-killer-crime,suspense-mystery,timeframe-19th-century,19th-century,1880s,1890s,19th-century-england,london-england,england,murder,detective-inspector,detective,police-sergeant,police-inspector,whodunit,murder-investigation,east-end-london,whitechapel-east-end-london"
tt0088571,"1980s,private-detective,female-protagonist,working-women,opposites-attract,sexual-tension,breaking-the-fourth-wall,neo-screwball-comedy,one-word-series-title,timeframe-1980s,parody-comedy,death,urban-setting,breaking-the-fourth-wall-by-talking-to-the-audience,wisecrack-humor,stalking,singing,office,murder,harmonica,ex-model,cigarette-smoking,private-eye,romantic-tension,cult-tv,argument,secretary,female-detective,los-angeles-california,famous-opening-theme,self-referential,based-on-play"
tt0437005,"profanity,cooking-show,fox,fox-network,competition-show,food-reality-tv,timeframe-2000s,timeframe-2010s,timeframe-2020s,timeframe-21st-century,cookery-game-show,british-cook,cookery,culinary,gastronomy,meal,chef,cooking,contestant,2000s,anger,2010s,cult-tv,2020s,waiter,rudeness,restaurant,two-word-series-title,advice,food,celebrity-chef,bleeped-dialogue,constructive-criticism,apostrophe-in-title,kitchen,two-word-title,based-on-british-tv-series,culinary-competition,non-fiction"
tt8101850,"sister-sister-relationship,father-daughter-relationship,deaf,car-accident,time-travel,mother-daughter-relationship,shaman,disability,identity,nahuatl,mesoamerica,surrealism,husband-wife-relationship,family-history,lineage,rotoscoped,rotoscoping,adult-animation,supernatural-fantasy,supernatural-drama,2d-animation,for-grown-ups-animation,domestic-drama,psychological-drama,mature-animation,car,hospital,death"
tt1751105,"friendship,based-on-toy,my-little-pony,female-protagonist,dragon,pony,pegasus,horse,actress-playing-multiple-roles,moral-lesson,animal-in-series-title,interspecies-friendship,female-friendship,friendship-between-girls,2010s,animal-protagonist,ensemble,hydra,cerberus,phoenix,siren,changeling,alternate-world,time-travel,alternate-future,cockatrice,minotaur,sea-serpent,chaos,manticore,mythology,magical-land,kirin,sphinx,roc,hippogriff,underwater-kingdom,indiana-jones-type,chimera,superhero-parody,weather-manipulation,sky-city,fashion,rainbow,crystal,convention,flash-animation,hive,pastiche,ancient,school-of-magic,farm,apple,animal-taming,zebra,gala,artifact,wedding,party,shadow-magic,school,yak,dream,night-and-day,moon,sun,magical-crystal,magical-creature,wendigo,southern-accent,mythical-creature,mythical-beast,jewel,centaur,pet,qilin,reboot,alternate-universe,no-human-characters,magician,empire,crystal-palace,black-crystal,bell,shapeshifting,castle,cloud,donkey,prairie,talking-animal,buffalo,legend,sonic-boom,ancient-civilization,pun,equal,village,flashback,camp,market,kingdom,laughter,honesty,loyalty,cake,kindness,cliche,babysitting,aerobatics,rock,prank,rabbit,play,fictional-universe,talent,same-sex-couple,lesbian,lgbt,magic-spell,hippocampus,bison,western-town,pop-culture-reference,revenge,alternate-timeline,crystal-castle,fashion-show,heroine,desert,wild-west,griffin,legendary-hero,book,lost-sister,magical-artifact,ursa-minor,slumber-party,apple-tree,owl,tortoise,friend,border-collie,cat,clothing-shop,dress,animal-race,theater,grandmother,love-potion,ruined-castle,lost-kingdom,campfire-story,vision-of-the-past,comic-book,bat,2d-animation,hat,cowboy-hat,pear,f-rated,male-villain,female-villain,male-supervillain,female-supervillain,camera-focus-on-female-butt,female-rear-nudity,camera-focus-on-male-butt,talking-dragon,all-female-cast,title-directed-by-male,title-directed-by-man,title-written-by-female,title-written-by-male,fan-convention,niece,stallion,animal,black-magic,hot-air-balloon,magical-potion,staring,ticket,baby,evil-child,foal,talking-horse,shapeshifter,breaking-the-fourth-wall,timeframe-2010s,mane-and-tail-hairstyle,rainbow-hair,hairstyle,cartoon-horse,mane-and-tail,floating-hair,mythical-horse,cartoon-dragon,ensemble-cast,slapstick-comedy,color-coded-characters,girl-cartoon,body-swap-comedy,giant-tortoise,flatulence,fart,large-eyes,flying-sea-creature,spell,cocoon,green-slime,eternal-night,superhero-fantasy,parody-comedy,magic,princess,bookworm,mentor,unicorn,reverse-bechdel-test-failed,party-girl,party-organizer,girly-girl,winged-unicorn,female-athlete,sister-sister-relationship,athlete,animal-trainer,party-planner,farmer,fashion-designer,librarian,immortality,alicorn,mare,surrealism,best-friend,alligator"
tt8755226,"apocalypse,post-apocalypse,bully,high-school,teenager,ghoul,violence,overalls,based-on-comic,dystopian-sci-fi,zombie-horror,teen-horror,zombie"
tt0262985,"gay,gay-love,gay-character,gay-protagonist,gay-community,human-immunodeficiency-virusv-positive,sex-scene,word-play-in-title,private-school,forbidden-love,gay-scene,gay-kissing,gay-oral-sex,friend,pittsburgh-pennsylvania,pennsylvania,friendship,hustler,gay-adoption,adoption,diner,supportive-mom,comic-book,artist,on-off-relationship,gay-club,nightclub,advertising-executive,aids,family-relationships,uncle-nephew-relationship,mother-son-relationship,kiss,gay-kiss,gay-sex,promiscuity,group-of-friends,sperm-donor,same-sex-parents,lesbian-relationship,lesbian-couple,lesbian-interest,male-male-relationship,best-friend-relationship,best-friend,barefoot,lesbian-mother,gay-parent,gay-father,older-man-younger-man-relationship,lesbianism,female-nudity,friendship-between-men,promiscuous-man,boyfriend-boyfriend-relationship,shower,club,circuit-party,unrequited-love,lesbian,sex-in-a-shower,gay-bar,affair,accountant,cruising,gay-friend,coming-out,homosexual,based-on-british-tv-series,discrimination,homosexuality,male-nudity,gay-bashing,homoeroticism,gay-teenager,love-at-first-sight,remake,same-sex-situation,emotionally-unavailable"
tt14192814,
tt1353056,"drag-queen,camp,gay,fake-breasts,lip-syncing,talent-show,campy,gay-interest,transgender-interest,competition-reality-tv,timeframe-2000s,timeframe-2010s,timeframe-2020s,timeframe-21st-century,competition-show,talent-game-show,beauty-game-show,competition,acting,dancing,sewing,homosexual,female-impersonator,celebrity-guest,celebrity-judge,runway-walk,cash-prize,cosmetics,men's-cosmetics,wig,makeup,cross-dressing,non-fiction"
tt0268093,"mythology,indian-mythology,ram,sita,kidnapping,battle,incarnation,exile,agasthya,ahalya,akampan,akampana,akshayakumar,anasuya,anjana,atikay,bali,bharadwaja,bharata,bhimasura,brahma,chitrakoot,dasaharatha,devantak,dhandakaranya,dhurvasa,dhushana,dvivida,gandhamadana,ganesha,gautama,indrajeet,jambovan,jambumaali,janaka,jatayu,kaikasi,kaikeyi,kalanemi,karkati,kausalya,kesari,kethu,khara,kishkinta,kosala,kumbh,kumbhakarna,kunjkasthala,kushadwaj,lakshman,lanka,lankini,macchanu,mahiravan,mainda,makaradwaja,makaraksh,malyavaan,mandodari,mandovi,mangal,manthra,maricha,mathali,mithila,nala,nandi,narantak,neela,nikumbh,parashuram,prahast,ruma-devi,vishwamitra,sampathi,saraswathi,shabari,shani,sharabha,shatrugana,shoorpanaka,shravankumar,shruthakeerthi,simhika,subahu,sugriva,sukhetu,sukra,sulochana,sumantra,sumitra,sushena,tara-devi,trijatha,trishara,urmila,vaali,vajrajmala,valmiki,vashishta,vibhishana,virochana,vishravas,maryada-purushotham,angada,worshipping,demon-king,devotional,epic"
tt10244600,"1990s,basketball,new-york-times,los-angeles-lakers,team,basketball-team,basketball-player,coach,arena,hbo,1980s,year-1980,year-1991,arrival,ball,professional,career,celebrate,training,life,journey,winning,tournament,champion,nba,rise,fan,female-frontal-nudity,female-nudity,black-comedy,basketball-coach,hollywood,female-rear-nudity,business,los-angeles-california,personal,docudrama-drama,competition,city,trophy,black,based-on-book,based-on-true-story,female-full-frontal-nudity"
tt11639414,"adult-animation,surrealism,interview,multiverse,psychedelic,black-comedy,hat,creature,shapeshifting,science-fantasy,spacecaster,dark-comedy,adult-humor,dimension,outer-space,male-protagonist,three-word-series-title,time-in-title,series-title-spoken-by-character,parallel-universe,based-on-podcast,podcast,for-grown-ups-animation,mature-animation,2d-animation,psychotronic-series"
tt4094300,"law-firm,west-covina-california,female-lawyer,female-protagonist,obsession,borderline-personality-disorder,two-word-title,triple-f-rated,filipino-american,relocation,2010s,ex-girlfriend,moving-to-california,lawyer,depression-medication,anxiety-medication,impulsive,anxiety,moving-to-another-state,hallucination,intelligent-woman,inappropriate-behavior,selfish-woman,self-centered,self-centered-woman,needy-woman,eccentricity,eccentric-woman,interracial-romance,asian-american,asian-ex-boyfriend,white-girlfriend-asian-boyfriend,filipino-diaspora,white-female-lead-in-a-diverse-cast,selfishness,jewish,timeframe-2010s,satire-comedy,dark-comedy,timeframe-21st-century,quirky-comedy,high-concept-comedy,cringe-comedy,gay,gay-character,gay-relationship,coming-out,gay-interest,jewish-protagonist,california,depression,self-hatred,soulmate,search-for-happiness,lie,ex-lover"
tt0370194,"female-police-officer,pixelated-nudity,comedy-central,crude-humor-comedy,timeframe-2000s,timeframe-21st-century,timeframe-2020s,parody-comedy,police,workplace,workplace-comedy,sitcom-comedy,deputy,law-enforcement-satire,gay-character,police-lieutenant,police-station,title-at-the-end,dominatrix,spoof,reno-nevada,police-officer,fake-documentary,alternative-comedy,comedy-troupe,improvisation,gay-interest,sitcom,place-name-in-title,city-name-in-title,phone-number-in-title,bleeped-dialogue,mock-documentary"
tt0312109,"spanking,young-boy,intelligence,supervillain,young-girl,cult-tv,action-girl,stalker-with-a-crush,children,child-fighting-adult,superhero,superhero-action,superhero-sci-fi,mission,technology,leader,child-spy,sunglasses,monster,pistol,laser-gun,gadget-car,kung-fu,mixed-martial-arts,martial-arts,pirate,sister-sister-relationship,teenager,boyfriend-girlfriend-relationship,love-interest,espionage,violence,cartoon-violence,gadget,spy-hero,spy,tough-girl,tough-guy,action-heroine,action-hero,heroine,hero,code-name,friend,treehouse,hamster,villain,secret-agent"
tt7078710,"high-school,1990s,oregon,year-1996,school,teenager,set-in-1990s,cancelled-after-one-season,coming-of-age-drama,boring-oregon,lesbian,lgbt"
tt5614844,"based-on-comic,teenager,2013,thief,corrupt-cop,shared-universe,teenage-superhero,teenage-superheroine,superheroine,cloak-character,dagger-character,supernatural-power,ampersand-in-title,ampersand-in-series-title,punctuation-in-series-title,punctuation-in-title,character-names-in-title,character-names-in-series-title,timeframe-2010s,marvel,superhero-action,superhero-sci-fi,marvel-cinematic-universe,secret-identity,superhero,based-on-comic-book,marvel-comics"
tt1839683,"switching-realities,alternate-reality,overlapping-timeline,parallel-worlds,wife-killed,car-crash,son-killed,husband-wife-relationship,father-son-relationship,police-detective,police-investigation,police-protagonist,police,police-partner,female-psychiatrist,psychiatric-session,two-lives,separate-lives,dealing-with-grief,dealing-with-loss,teenage-son,split-reality,parallel-reality,car,detective,car-accident,double-life,one-word-title"
tt0908454,"friendship,separation,family-relationships,sitcom,2000s,written-by-star,love,british-comedy,ampersand-in-title,punctuation-in-title,sitcom-comedy,friend,interference,character-name-in-title"
tt0108872,"teenager,female-protagonist,dyed-hair,teenage-crush,girl-next-door,bad-influence,boiler,boiler-room,teenage-girl,coming-of-age,gay-teenager,husband-wife-relationship,high-school,friendship,crush,f-rated,cult-favorite,drug,schoolteacher,teen-angst,teenage-romance,cancelled-after-one-season,teen-drama,teen-comedy,teen-romance,timeframe-1990s,timeframe-20th-century,school,adolescent-girl,unseen-character,hidden-character,gay-friend,pennsylvania,sister-sister-relationship,gay,voice-over-narration,homosexual,high-school-band,dating,band,sibling-rivalry,father-daughter-relationship,mother-daughter-relationship,hyphen-in-title,overalls,homosexuality,drug-abuse"
tt4051832,"friend,sitcom,std,2010s,british-comedy,farce,glasgow-scotland,timeframe-2010s,quirky-comedy,sitcom-comedy,young-couple,blond-boy,list,chlamydia"
tt4555364,"middle-ages,crusader,medieval-times,templar,templar-knight,knights-templar,sword,arabic-speaker,mamluk,france,epic-history,european-history,european-historical-setting,14th-century"
tt0129690,"sitcom,satire,british-comedy,alan-partridge-character,cringe-comedy,sitcom-comedy,satire-comedy,radio,joke,comedian,british,based-on-radio-show,fictional-talk-show,talk-show-host,radio-presenter,radio-show,personal-assistant,celebrity,character-name-in-title,title-spoken-by-character"
tt13433812,"mafia,law-firm,21st-century,black-comedy,lawyer,korean,korean-italian-man,narcotics,pharmaceuticals,father-daughter-relationship,eccentric-character,chef,dancer,actress,mother-son-relationship,cover-up,murder,blackmail,brother-brother-relationship,organized-crime,2020s"
tt2311418,"best-friend,director,actor,doctor,istanbul-turkey"
tt11379026,"ghost,sitcom-comedy,supernatural-fantasy,2020s,21st-century"
tt0106115,"dark-comedy,cartoon-dog,cartoon-steer,cartoon-toad,cartoon-turtle,cartoon-wallaby,cartoon-wolf,adult-animation,dog,steer,toad,turtle,wallaby,wolf,controversy,cartoon-sound-effects,rocko-the-wallaby-character,three-word-series-title,social-commentary,black-comedy,classic-animation,for-grown-ups-animation,parody-comedy,neighbor,neurotic,australian,adult-humor,comic-book-hero,corporate-conglomeration,immigrant,friendship,cult-tv,comic-book-shop,husband-wife-relationship,talking-animal,obesity,anthropomorphism,anthropomorphic-animal,bizarre-comedy,surrealism,television,parody,nicktoon,character-name-in-title"
tt10234362,"space-travel,space-tourism,stranded-in-space,space-cruise-ship,space-pleasure-cruise,space-tourist,spoiled-rich-people,filthy-rich,female-assistant,actor,british-man-pretending-to-be-an-american,fake-space-captain,pretending-to-be-someone-else,actor-playing-a-role,desperation,panic,delusional,stupid-rich-man,husband-wife-fight,lost-in-space,snotty-tourists,rich-tourists,space-cruise-gone-wrong,pretending-to-know-how-to-do-something,stand-up-comedian,new-age-guru,spaceship-captain,thrown-off-course,method-actress,black-comedy,near-future,female-tech-expert,ruse,actors-hired-to-play-the-staff,frozen-to-death-in-space,excrement-floating-in-space,sci-fi-satire,sci-fi-spoof,multiple-protagonists,uniform,space-sci-fi,after-2050,wife-hates-her-husband,wife-leaves-her-husband"
tt3337194,"christian,psychotronic-series,man-wears-eyeglasses,vampire-horror,supernatural-fantasy,foot-fetish,timeframe-2000s,timeframe-2010s,timeframe-21st-century,guy-wears-a-too-small-tee,shoot-em-up,conspiracy,vampire,texas,texas-ranger,criminal-duo,pastor,on-the-run,obsidian-knife,run-for-the-border,wanted-by-the-police,visual-hallucination,two-brothers,manhunt,career-criminal,thief,father-daughter-relationship,father-son-relationship,brother-sister-relationship,mexico,fugitive,ex-convict,goddess,brother-brother-relationship,remake,based-on-film,six-word-title"
tt2177489,"male-protagonist,single-father,single-parent,uncle-niece-relationship,siblings-living-together,friendship,grandmother-granddaughter-relationship,siblings-raising-child-together,disney,laugh-track,sitcom-comedy,timeframe-2010s,timeframe-21st-century,baby,bartender,roommate,girlfriend,best-friends,mother,father,new-york,sneaky-mother,nosy-mother,domineering-mother,group-of-friends,roommate-roommate-relationship,father-daughter-relationship,family-relationships,mother-son-relationship,liquor,locker-room,bedroom,misfortune,hockey-player,hockey,blonde-woman,boyfriend,bar,young-father,brother-brother-relationship"
tt9064858,"fight,psychological-drama,psychological-horror,psychological-thriller,timeframe-1950s,timeframe-20th-century"
tt1819654,"male-teacher-female-student-romance,male-teacher-female-student-affair,male-teacher-female-student-relationship,female-protagonist,twin,twin-sisters,on-the-run,murder,impersonation,assassin,identity-theft,the-cw,interracial-relationship"
tt0118289,"cartoon-network,devil,controversy,animal-character-names-as-title,male-protagonist,female-protagonist,slapstick-comedy,absurd-comedy,male-and-female-protagonists,slice-of-life,duo,brother-sister-relationship,sibling-relationship,suburb,parents,absurdism,surreal-comedy,buddy-comedy,elementary-school,superhero-fantasy,cow,chicken,animal-protagonist,red,animal-that-acts-human,talking-animal,anthropomorphic-animal,anthropomorphism,cartoon-cow,cartoon-chicken,surrealism,animal-in-title"
tt4276618,"detective,private-investigator,detective-agency,murder-investigation,war-veteran,london-england,united-kingdom,great-britain,england,disabled-veteran,afghanistan-war-veteran,ex-military,former-soldier,leg-amputee,former-military-police,ex-british-military,ex-british-soldier,war-hero,disabled-man,amputee,suspense-mystery,psychological-thriller,chronic-pain,oxford-university,british-army,employer-employee-relationship,family-relationships,accountant,surveillance,unrequited-love,man-with-a-physical-disability,detective-series,private-detective,hardboiled-detective,based-on-novel"
tt0425118,"paranoid-schizophrenia,dysfunctional-family,body-mutilation,child-abuse,schizophrenic,twin,twin-brother,title-based-on-song,brother-brother-relationship,mother-son-relationship,stepfather-stepson-relationship,house-painter,flashback,breast-cancer,younger-version-of-character,biological-father,aspiring-actor,crib-death,used-car-salesman,waterfall,connecticut,state-mental-hospital,psychological-drama,timeframe-1990s,timeframe-20th-century,f-rated,based-on-novel"
tt0118364,"laugh-track,timeframe-1990s,timeframe-2000s,timeframe-20th-century,timeframe-21st-century,comic-relief,workplace-comedy,sitcom-comedy,parody-comedy,ex-model,photographer,magazine,fashion,three-word-title,imperative-in-title,punctuation-in-title,exclamation-point-in-title,supermodel,prank,prankster,prank-call,office-romance,workplace,sitcom,office,male-secretary,drugs,model,photography,journalism"
tt2521668,"living-dead,supernatural-power,psychotronic-series,supernatural-horror,teen-horror,female-nudity,female-frontal-nudity,mystery-box,unexplained-phenomenon,rural-drama,return-from-the-dead,serial-killer,france,small-town,resurrection,death"
tt5827228,"courtroom,trial,voir-dire,lawyer,courtroom-drama,jury-selection,new-york-city,legal-drama,timeframe-2010s,timeframe-21st-century"
